曲名	站	页面id	页数	类型	目录
★LOVE★	jianpucn	177479	1	简谱	★LOVE★__jianpucn-177479
★两颗心★	jianpucn	177640	1	简谱	★两颗心★__jianpucn-177640
★交织千个心★	jianpucn	172096	1	简谱	★交织千个心★__jianpucn-172096
★原谅我今天★	jianpucn	172514	2	简谱	★原谅我今天★__jianpucn-172514
★大地★	jianpucn	199172	1	简谱	★大地★__jianpucn-199172
★情人★	jianpucn	172192	2	简谱	★情人★__jianpucn-172192
★最想念你★	jianpucn	176475	2	简谱	★最想念你★__jianpucn-176475
★海阔天空★	jianpucn	172610	2	简谱	★海阔天空★__jianpucn-172610
★灰色轨迹★	jianpucn	208498	2	简谱	★灰色轨迹★__jianpucn-208498
★长城★	jianpucn	177423	1	简谱	★长城★__jianpucn-177423
《Hey Jude》高清	jianpucn	207835	4	改编	《Hey Jude》高清吉他谱__jianpucn-207835
《K歌之王》 中级版	jianpucn	450758	3	改编	《K歌之王》 中级版（ 吉他教学）__jianpucn-450758
《K歌之王》 初级版	jianpucn	450759	3	改编	《K歌之王》 初级版（ 吉他教学）__jianpucn-450759
《Love you you》吉他谱by午夜编配	jianpucn	171572	4	改编	《Love you you》吉他谱by午夜编配__jianpucn-171572
《T1213121》五月天 适合初学者	jianpucn	200272	3	简谱	《T1213121》五月天 适合初学者__jianpucn-200272
《七里香》-周杰伦	qupu123	362625	2	改编	《七里香》-周杰伦（吉他曲谱）__qupu123-362625
《七里香》吉他谱C调入门版 周杰伦 高音教编配 猴哥吉他教学	qupu123	348769	2	改编	《七里香》吉他谱C调入门版 周杰伦 高音教编配 猴哥吉他教学__qupu123-348769
《不存在的情人》 钢琴独奏	jianpucn	225442	2	改编	《不存在的情人》 钢琴独奏__jianpucn-225442
《不懂》钢琴伴奏完美版Ver1 0	jianpucn	232487	2	改编	《不懂》钢琴伴奏完美版Ver1 0__jianpucn-232487
《不柒》吉他谱G调精华版 毛不易 高音教编配	qupu123	337502	1	改编	《不柒》吉他谱G调精华版 毛不易 高音教编配__qupu123-337502
《不能说的秘密》JAY的SECRET	jianpucn	106453	2	简谱	《不能说的秘密》JAY的SECRET__jianpucn-106453
《不能说的秘密》快把他爸弹哭的曲子	jianpucn	106446	1	简谱	《不能说的秘密》快把他爸弹哭的曲子__jianpucn-106446
《不能说的秘密》斗琴第一首	jianpucn	106450	1	简谱	《不能说的秘密》斗琴第一首__jianpucn-106450
《不能说的秘密》笛子钢琴合奏	jianpucn	106451	1	改编	《不能说的秘密》笛子钢琴合奏__jianpucn-106451
《丑八怪》 C调标准高清版 高音教编配	jianpucn	422456	1	改编	《丑八怪》 C调标准高清版 高音教编配__jianpucn-422456
《丑八怪》 G调入门高清版 高音教编配	jianpucn	422544	1	改编	《丑八怪》 G调入门高清版 高音教编配__jianpucn-422544
《为爱痴狂》吉他谱G调入门版 高音教编配 猴哥吉他教学	qupu123	352063	1	改编	《为爱痴狂》吉他谱G调入门版 高音教编配 猴哥吉他教学__qupu123-352063
《传奇》吉他谱C调精华版 李建	qupu123	340388	1	改编	《传奇》吉他谱C调精华版 李建_王菲 高音教编配__qupu123-340388
《修炼爱情》C调超原版中级版	jianpucn	348973	2	简谱	《修炼爱情》C调超原版中级版（ 编谱）__jianpucn-348973
《修炼爱情》简单初学版	jianpucn	348974	2	简谱	《修炼爱情》简单初学版（ 编谱）__jianpucn-348974
《修炼爱情》超原版中级版	jianpucn	349084	2	简谱	《修炼爱情》超原版中级版（酷音小伟编谱）__jianpucn-349084
《倒带》 C调入门版	jianpucn	429773	1	改编	《倒带》 C调入门版( 吉他教学)__jianpucn-429773
《倒带》 C调初级进阶版	jianpucn	429772	1	改编	《倒带》 C调初级进阶版( 吉他教学)__jianpucn-429772
《倩女幽魂》背景音乐——梦&nbsp;&nbsp;	jianpucn	150214	1	简谱	《倩女幽魂》背景音乐——梦&nbsp;&nbsp;__jianpucn-150214
《像我这样的人》 C调扫弦版 高音教编配	jianpucn	422344	1	改编	《像我这样的人》 C调扫弦版 高音教编配__jianpucn-422344
《像我这样的人》 C调标准版吉他弹唱教学 高音教	jianpucn	422216	1	改编	《像我这样的人》 C调标准版吉他弹唱教学 高音教__jianpucn-422216
《光年之外》 C调简单版	jianpucn	427829	2	改编	《光年之外》 C调简单版（ 吉他教学）__jianpucn-427829
《光年之外》 C调精华版 G E M 高音教编配	jianpucn	424271	1	改编	《光年之外》 C调精华版 G E M 高音教编配__jianpucn-424271
《光年之外》 G调入门版 高音教编配	jianpucn	424631	1	改编	《光年之外》 G调入门版 高音教编配__jianpucn-424631
《光年之外》 G调指法中级版	jianpucn	427830	2	改编	《光年之外》 G调指法中级版（ 吉他教学）__jianpucn-427830
《光年之外》吉他谱G调入门版 邓紫棋 高音教编配	qupu123	336424	3	改编	《光年之外》吉他谱G调入门版 邓紫棋 高音教编配__qupu123-336424
《再见理想》 中级版 吉他教学	jianpucn	452246	3	改编	《再见理想》 中级版 吉他教学（带教学视频）__jianpucn-452246
《再见理想》 初级版 吉他教学	jianpucn	452247	3	改编	《再见理想》 初级版 吉他教学__jianpucn-452247
《冷雨夜》 初级简单版 吉他弹唱教学	jianpucn	446015	3	改编	《冷雨夜》 初级简单版 吉他弹唱教学__jianpucn-446015
《刚刚好》超原版超好听酷音小伟吉他教学	jianpucn	349630	2	改编	《刚刚好》超原版超好听酷音小伟吉他教学__jianpucn-349630
《北京北京》吉他谱C调入门版 汪峰 高音教编配 猴哥吉他教学	qupu123	346714	1	改编	《北京北京》吉他谱C调入门版 汪峰 高音教编配 猴哥吉他教学__qupu123-346714
《北京爱情故事》主题曲《北京北京》	jianpucn	189836	3	改编	《北京爱情故事》主题曲《北京北京》吉他谱__jianpucn-189836
《北京青年》-片尾曲《 存在》-汪峰 六线谱	jianpucn	209107	2	简谱	《北京青年》-片尾曲《 存在》-汪峰 六线谱__jianpucn-209107
《千里之外》吉他谱C调入门版 周杰伦 高音教编配	qupu123	341217	2	改编	《千里之外》吉他谱C调入门版 周杰伦 高音教编配__qupu123-341217
《原来爱情这么伤》精制版	jianpucn	122225	2	简谱	《原来爱情这么伤》精制版__jianpucn-122225
《后会无期》 简单版 吉他弹唱教学	jianpucn	434870	1	改编	《后会无期》 简单版 吉他弹唱教学__jianpucn-434870
《哎呦~不错嘛!》周杰伦钢琴大串烧	jianpucn	181257	2	改编	《哎呦~不错嘛!》周杰伦钢琴大串烧__jianpucn-181257
《喜欢你》 吉他教学	jianpucn	431306	1	改编	《喜欢你》 吉他教学__jianpucn-431306
《多远都要在一起》	jianpucn	282824	2	简谱	《多远都要在一起》__jianpucn-282824
《天份》 D调精华版 高音教编配	jianpucn	425161	1	改编	《天份》 D调精华版 高音教编配__jianpucn-425161
《天份》吉他谱C调入门版 薛之谦 高音教编配	qupu123	336651	1	改编	《天份》吉他谱C调入门版 薛之谦 高音教编配__qupu123-336651
《天份》吉他谱D调精华版 薛之谦 高音教编配	qupu123	336645	3	改编	《天份》吉他谱D调精华版 薛之谦 高音教编配__qupu123-336645
《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学	qupu123	348894	1	改编	《她说》吉他谱C调入门版 林俊杰 高音教编配 猴哥吉他教学__qupu123-348894
《好久不见》吉他谱C调精华版 陈奕迅 高音教编配 猴哥吉他教学	qupu123	348944	1	改编	《好久不见》吉他谱C调精华版 陈奕迅 高音教编配 猴哥吉他教学__qupu123-348944
《如果这就是爱情》小霖重新编配版	jianpucn	231185	2	改编	《如果这就是爱情》小霖重新编配版__jianpucn-231185
《存在》弹唱华丽精编版	jianpucn	245695	2	改编	《存在》弹唱华丽精编版__jianpucn-245695
《安河桥》	qupu123	360054	2	简谱	《安河桥》（宋冬野）__qupu123-360054
《平凡之路》双吉他精华版	jianpucn	428467	2	改编	《平凡之路》双吉他精华版__jianpucn-428467
《平凡之路》完整吉他	jianpucn	266379	2	改编	《平凡之路》完整吉他弹唱谱__jianpucn-266379
《平凡的一天》-	jianpucn	448414	1	简谱	《平凡的一天》-__jianpucn-448414
《平凡的一天》-毛不易	qupu123	363273	1	改编	《平凡的一天》-毛不易（吉他曲谱）__qupu123-363273
《开国元勋朱德》片尾曲《扁担歌》	jianpucn	273359	1	简谱	《开国元勋朱德》片尾曲《扁担歌》__jianpucn-273359
《弹唱》 C调版 酷音小伟吉他教学	jianpucn	408488	1	改编	《弹唱》 C调版 酷音小伟吉他教学__jianpucn-408488
《弹唱》G调版	jianpucn	408489	1	改编	《弹唱》G调版__jianpucn-408489
《当我想你的时候》 G调入门版 编配 猴哥吉他教学	jianpucn	440017	2	改编	《当我想你的时候》 G调入门版 编配 猴哥吉他教学__jianpucn-440017
《忆秦娥·满月》	qupu123	396286	3	简谱	《忆秦娥·满月》（原创）__qupu123-396286
《忆秦楼月》	qupu123	396205	3	简谱	《忆秦楼月》（原创）__qupu123-396205
《忘不了》简易弹唱版 -	jianpucn	254082	2	改编	《忘不了》简易弹唱版 -__jianpucn-254082
《怒放的生命》 C调精华版 编配 猴哥吉他教学	jianpucn	439722	1	改编	《怒放的生命》 C调精华版 编配 猴哥吉他教学__jianpucn-439722
《情网》吉他六线谱—至尊宝编配版本	jianpucn	143619	1	改编	《情网》吉他六线谱—至尊宝编配版本__jianpucn-143619
《愚人的国度》吉他谱C调精华版 孙燕姿 高音教编配	qupu123	340066	1	改编	《愚人的国度》吉他谱C调精华版 孙燕姿 高音教编配__qupu123-340066
《愛上一個不回家的人》	jianpucn	188896	2	简谱	《愛上一個不回家的人》（一）__jianpucn-188896
《我们说好的》	jianpucn	233958	2	简谱	《我们说好的》（musicfish版）__jianpucn-233958
《我只在乎你》初学版	jianpucn	254792	1	简谱	《我只在乎你》初学版__jianpucn-254792
《我的中国心》钢琴弹唱版	jianpucn	235393	2	改编	《我的中国心》钢琴弹唱版__jianpucn-235393
《我要我们在一起》钢琴伴奏谱	jianpucn	248494	4	改编	《我要我们在一起》钢琴伴奏谱__jianpucn-248494
《战友情长——谨以此歌怀念战友致敬军旅时光》	qupu123	396113	1	简谱	《战友情长——谨以此歌怀念战友致敬军旅时光》__qupu123-396113
《执子之手共白头》一斑词 南风曲&nbsp;&nbsp;	jianpucn	168092	1	简谱	《执子之手共白头》一斑词 南风曲&nbsp;&nbsp;__jianpucn-168092
《承诺——鄂温克族自治旗公安局交通管理大队之歌》	qupu123	395640	1	简谱	《承诺——鄂温克族自治旗公安局交通管理大队之歌》（本歌曲为原创歌曲）__qupu123-395640
《探皇陵》众家儿郎且退后	qupu123	242820	1	简谱	《探皇陵》众家儿郎且退后（京剧选段、京胡谱）__qupu123-242820
《方圆几里》超原版超好听	jianpucn	349206	2	简谱	《方圆几里》超原版超好听（酷音小伟）__jianpucn-349206
《旅行》 C调初级版 吉他教学	jianpucn	452616	3	改编	《旅行》 C调初级版 吉他教学__jianpucn-452616
《旅行》吉他谱G调精华版 许巍 高音教编配	qupu123	340326	1	改编	《旅行》吉他谱G调精华版 许巍 高音教编配__qupu123-340326
《旋木》吉他谱C调精华版 王菲 高音教编配	qupu123	340406	1	改编	《旋木》吉他谱C调精华版 王菲 高音教编配__qupu123-340406
《晴天》C调中级版酷音小伟编谱	jianpucn	344459	2	简谱	《晴天》C调中级版酷音小伟编谱__jianpucn-344459
《晴天》吉他谱G调精华版 周杰伦 高音教编配	qupu123	340354	2	改编	《晴天》吉他谱G调精华版 周杰伦 高音教编配__qupu123-340354
《暧昧》 C调 酷音小伟吉他教学	jianpucn	414111	2	改编	《暧昧》 C调 酷音小伟吉他教学__jianpucn-414111
《暧昧》 C调指法 完美弹唱版	jianpucn	413966	2	改编	《暧昧》 C调指法 完美弹唱版（ 吉他教学）__jianpucn-413966
《暧昧》 简单版 酷音小伟编谱	jianpucn	414112	2	简谱	《暧昧》 简单版 酷音小伟编谱__jianpucn-414112
《曾经的你》吉他谱D调精华版 许巍 高音教编配	qupu123	340118	1	改编	《曾经的你》吉他谱D调精华版 许巍 高音教编配__qupu123-340118
《最伟大的作品》 中级版带前奏间奏尾奏 吉他教学	jianpucn	452343	3	改编	《最伟大的作品》 中级版带前奏间奏尾奏 吉他教学（带教学视频）__jianpucn-452343
《月亮代表我的心》 C调入门版 编配 猴哥吉他教学	jianpucn	439132	1	改编	《月亮代表我的心》 C调入门版 编配 猴哥吉他教学__jianpucn-439132
《月亮代表我的心》 酷音小伟吉他弹唱教学吉他自学教程	jianpucn	425775	1	改编	《月亮代表我的心》 酷音小伟吉他弹唱教学吉他自学教程__jianpucn-425775
《有个爱你的人不容易》 吉他弹唱教学G调入门版	jianpucn	440788	1	改编	《有个爱你的人不容易》 吉他弹唱教学G调入门版__jianpucn-440788
《来自天堂的恶魔》吉他谱G调入门版 G.E.M.邓紫棋 高音教编配 猴哥吉他教学	qupu123	345200	2	改编	《来自天堂的恶魔》吉他谱G调入门版 G.E.M.邓紫棋 高音教编配 猴哥吉他教学__qupu123-345200
《水管的友情》	jianpucn	247660	3	简谱	《水管的友情》__jianpucn-247660
《泡沫》吉他谱D调精华版 邓紫棋 高音教编配	qupu123	340027	1	改编	《泡沫》吉他谱D调精华版 邓紫棋 高音教编配__qupu123-340027
《海阔天空》一把吉他最强版	jianpucn	312254	2	改编	《海阔天空》一把吉他最强版__jianpucn-312254
《温柔	jianpucn	208460	1	改编	《温柔_》原版编配-五月天__jianpucn-208460
《漂洋过海来看你》 简单版	jianpucn	423177	1	改编	《漂洋过海来看你》 简单版（ 吉他教学）__jianpucn-423177
《演员》 原版A调 及教学视频	jianpucn	313835	2	改编	《演员》 原版A调 及教学视频（ 编配）__jianpucn-313835
《演员》 原版C调轻松弹唱	jianpucn	314180	2	改编	《演员》 原版C调轻松弹唱（ 编谱）__jianpucn-314180
《烦恼歌》吉他谱G调精华版 张学友 高音教编配	qupu123	338447	2	改编	《烦恼歌》吉他谱G调精华版 张学友 高音教编配__qupu123-338447
《爱与希望》钢琴伴奏 郝氏谱	jianpucn	232136	2	改编	《爱与希望》钢琴伴奏 郝氏谱__jianpucn-232136
《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配	qupu123	341893	1	改编	《爱要怎么说出口》吉他谱C调入门版 林俊杰 高音教编配__qupu123-341893
